year,category,indicator,dimension,value,unit,note
2020,贸易,货物服务出口总额,泰国,2568.3524,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, THA)"
2021,贸易,货物服务出口总额,泰国,2956.3991,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, THA)"
2022,贸易,货物服务出口总额,泰国,3238.5447,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, THA)"
2023,贸易,货物服务出口总额,泰国,3387.1401,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, THA)"
2024,贸易,货物服务出口总额,泰国,3688.3681,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, THA)"
2019,贸易,货物服务进口总额,泰国,2729.165,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, THA)"
2020,贸易,货物服务进口总额,泰国,2317.4547,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, THA)"
2021,贸易,货物服务进口总额,泰国,2971.0365,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, THA)"
2022,贸易,货物服务进口总额,泰国,3344.91,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, THA)"
2023,贸易,货物服务进口总额,泰国,3271.5971,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, THA)"
2024,贸易,货物服务进口总额,泰国,3496.7135,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, THA)"
2019,综合,通货膨胀率(CPI),泰国,0.7055,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, THA)"
2020,综合,通货膨胀率(CPI),泰国,-0.8461,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, THA)"
2021,综合,通货膨胀率(CPI),泰国,1.231,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, THA)"
2022,综合,通货膨胀率(CPI),泰国,6.0759,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, THA)"
2023,综合,通货膨胀率(CPI),泰国,1.2291,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, THA)"
2024,综合,通货膨胀率(CPI),泰国,0.3983,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, THA)"
2019,人口,预期寿命,泰国,77.197,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, THA)"
2020,人口,预期寿命,泰国,77.331,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, THA)"
2021,人口,预期寿命,泰国,77.606,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, THA)"
2022,人口,预期寿命,泰国,75.291,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, THA)"
2023,人口,预期寿命,泰国,76.412,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, THA)"
2024,人口,预期寿命,泰国,76.564,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, THA)"
2019,综合,GDP增长率,菲律宾,6.1185,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, PHL)"
2020,综合,GDP增长率,菲律宾,-9.5183,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, PHL)"
2021,综合,GDP增长率,菲律宾,5.7147,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, PHL)"
2022,综合,GDP增长率,菲律宾,7.581,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, PHL)"
2023,综合,GDP增长率,菲律宾,5.5189,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, PHL)"
2024,综合,GDP增长率,菲律宾,5.7147,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, PHL)"
2019,综合,人均GDP,菲律宾,3400.7895,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, PHL)"
2020,综合,人均GDP,菲律宾,3227.5791,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, PHL)"
2021,综合,人均GDP,菲律宾,3484.3859,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, PHL)"
2022,综合,人均GDP,菲律宾,3548.0693,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, PHL)"
2023,综合,人均GDP,菲律宾,3804.0827,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, PHL)"
2024,综合,人均GDP,菲律宾,3985.2946,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, PHL)"
2019,综合,国内生产总值(GDP),菲律宾,3768.234,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, PHL)"
2020,综合,国内生产总值(GDP),菲律宾,3617.5115,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, PHL)"
2021,综合,国内生产总值(GDP),菲律宾,3940.8736,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, PHL)"
2022,综合,国内生产总值(GDP),菲律宾,4043.5337,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, PHL)"
2023,综合,国内生产总值(GDP),菲律宾,4370.5563,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, PHL)"
2024,综合,国内生产总值(GDP),菲律宾,4616.7116,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, PHL)"
2019,人口,失业率,菲律宾,2.237,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, PHL)"
2020,人口,失业率,菲律宾,2.522,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, PHL)"
2021,人口,失业率,菲律宾,3.398,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, PHL)"
2022,人口,失业率,菲律宾,2.598,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, PHL)"
2023,人口,失业率,菲律宾,2.2,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, PHL)"
2024,人口,失业率,菲律宾,2.202,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, PHL)"
2019,工业,工业增加值,菲律宾,1142.8115,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, PHL)"
2020,工业,工业增加值,菲律宾,1027.3703,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, PHL)"
2021,工业,工业增加值,菲律宾,1138.5109,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, PHL)"
2022,工业,工业增加值,菲律宾,1181.5707,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, PHL)"
2023,工业,工业增加值,菲律宾,1232.393,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, PHL)"
2024,工业,工业增加值,菲律宾,1278.1328,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, PHL)"
2019,人口,总人口,菲律宾,1.108,亿人,"来源：世界银行OpenData(SP.POP.TOTL, PHL)"
2020,人口,总人口,菲律宾,1.1208,亿人,"来源：世界银行OpenData(SP.POP.TOTL, PHL)"
2021,人口,总人口,菲律宾,1.131,亿人,"来源：世界银行OpenData(SP.POP.TOTL, PHL)"
2022,人口,总人口,菲律宾,1.1396,亿人,"来源：世界银行OpenData(SP.POP.TOTL, PHL)"
2023,人口,总人口,菲律宾,1.1489,亿人,"来源：世界银行OpenData(SP.POP.TOTL, PHL)"
2024,人口,总人口,菲律宾,1.1584,亿人,"来源：世界银行OpenData(SP.POP.TOTL, PHL)"
2019,贸易,货物服务出口总额,菲律宾,1069.5348,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, PHL)"
2020,贸易,货物服务出口总额,菲律宾,911.7156,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, PHL)"
2021,贸易,货物服务出口总额,菲律宾,1014.8551,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, PHL)"
2022,贸易,货物服务出口总额,菲律宾,1147.8541,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, PHL)"
2023,贸易,货物服务出口总额,菲律宾,1164.1785,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, PHL)"
2024,贸易,货物服务出口总额,菲律宾,1188.2022,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, PHL)"
2019,贸易,货物服务进口总额,菲律宾,1524.5869,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, PHL)"
2020,贸易,货物服务进口总额,菲律宾,1192.5749,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, PHL)"
2021,贸易,货物服务进口总额,菲律宾,1486.9931,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, PHL)"
2022,贸易,货物服务进口总额,菲律宾,1780.8645,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, PHL)"
2023,贸易,货物服务进口总额,菲律宾,1782.4492,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, PHL)"
2024,贸易,货物服务进口总额,菲律宾,1852.539,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, PHL)"
2019,综合,通货膨胀率(CPI),菲律宾,2.3921,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, PHL)"
2020,综合,通货膨胀率(CPI),菲律宾,2.3932,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, PHL)"
2021,综合,通货膨胀率(CPI),菲律宾,3.9272,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, PHL)"
2022,综合,通货膨胀率(CPI),菲律宾,5.8212,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, PHL)"
2023,综合,通货膨胀率(CPI),菲律宾,5.978,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, PHL)"
2024,综合,通货膨胀率(CPI),菲律宾,3.2126,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, PHL)"
2019,人口,预期寿命,菲律宾,69.68,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, PHL)"
2020,人口,预期寿命,菲律宾,70.097,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, PHL)"
2021,人口,预期寿命,菲律宾,66.675,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, PHL)"
2022,人口,预期寿命,菲律宾,69.472,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, PHL)"
2023,人口,预期寿命,菲律宾,69.833,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, PHL)"
2024,人口,预期寿命,菲律宾,69.946,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, PHL)"
2019,综合,GDP增长率,越南,7.3593,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, VNM)"
2020,综合,GDP增长率,越南,2.8654,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, VNM)"
2021,综合,GDP增长率,越南,2.5537,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, VNM)"
2022,综合,GDP增长率,越南,8.5375,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, VNM)"
2023,综合,GDP增长率,越南,4.9787,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, VNM)"
2024,综合,GDP增长率,越南,7.0396,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, VNM)"
2019,综合,人均GDP,越南,3440.9003,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, VNM)"
2020,综合,人均GDP,越南,3534.0395,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, VNM)"
2021,综合,人均GDP,越南,3704.1936,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, VNM)"
2022,综合,人均GDP,越南,4147.6978,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, VNM)"
2023,综合,人均GDP,越南,4322.8257,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, VNM)"
2024,综合,人均GDP,越南,4716.6599,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, VNM)"
2019,综合,国内生产总值(GDP),越南,3343.6527,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, VNM)"
2020,综合,国内生产总值(GDP),越南,3466.1574,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, VNM)"
2021,综合,国内生产总值(GDP),越南,3664.7475,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, VNM)"
2022,综合,国内生产总值(GDP),越南,4134.4523,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, VNM)"
2023,综合,国内生产总值(GDP),越南,4338.0504,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, VNM)"
2024,综合,国内生产总值(GDP),越南,4763.2457,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, VNM)"
2019,人口,失业率,越南,1.681,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, VNM)"
2020,人口,失业率,越南,2.103,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, VNM)"
2021,人口,失业率,越南,2.383,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, VNM)"
2022,人口,失业率,越南,1.57,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, VNM)"
2023,人口,失业率,越南,1.645,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, VNM)"
2024,人口,失业率,越南,1.602,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, VNM)"
2019,工业,工业增加值,越南,1230.5691,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, VNM)"
2020,工业,工业增加值,越南,1273.5949,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, VNM)"
2021,工业,工业增加值,越南,1370.3048,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, VNM)"
2022,工业,工业增加值,越南,1591.0349,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, VNM)"
2023,工业,工业增加值,越南,1630.8158,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, VNM)"
2024,工业,工业增加值,越南,1786.9932,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, VNM)"
2019,人口,总人口,越南,0.9717,亿人,"来源：世界银行OpenData(SP.POP.TOTL, VNM)"
2020,人口,总人口,越南,0.9808,亿人,"来源：世界银行OpenData(SP.POP.TOTL, VNM)"
2021,人口,总人口,越南,0.9894,亿人,"来源：世界银行OpenData(SP.POP.TOTL, VNM)"
2022,人口,总人口,越南,0.9968,亿人,"来源：世界银行OpenData(SP.POP.TOTL, VNM)"
2023,人口,总人口,越南,1.0035,亿人,"来源：世界银行OpenData(SP.POP.TOTL, VNM)"
2024,人口,总人口,越南,1.0099,亿人,"来源：世界银行OpenData(SP.POP.TOTL, VNM)"
2019,贸易,货物服务出口总额,越南,2847.374,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, VNM)"
2020,贸易,货物服务出口总额,越南,2924.799,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, VNM)"
2021,贸易,货物服务出口总额,越南,3439.3731,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, VNM)"
2022,贸易,货物服务出口总额,越南,3862.4107,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, VNM)"
2023,贸易,货物服务出口总额,越南,3762.6802,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, VNM)"
2024,贸易,货物服务出口总额,越南,4294.841,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, VNM)"
2019,贸易,货物服务进口总额,越南,2659.763,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, VNM)"
2020,贸易,货物服务进口总额,越南,2733.5595,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, VNM)"
2021,贸易,货物服务进口总额,越南,3401.8248,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, VNM)"
2022,贸易,货物服务进口总额,越南,3709.9884,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, VNM)"
2023,贸易,货物服务进口总额,越南,3394.9114,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, VNM)"
2024,贸易,货物服务进口总额,越南,3987.7413,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, VNM)"
2019,综合,通货膨胀率(CPI),越南,2.7958,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, VNM)"
2020,综合,通货膨胀率(CPI),越南,3.2209,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, VNM)"
2021,综合,通货膨胀率(CPI),越南,1.8347,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, VNM)"
2022,综合,通货膨胀率(CPI),越南,3.1565,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, VNM)"
2023,综合,通货膨胀率(CPI),越南,3.2529,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, VNM)"
2024,综合,通货膨胀率(CPI),越南,3.6211,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, VNM)"
2019,人口,预期寿命,越南,74.211,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, VNM)"
2020,人口,预期寿命,越南,75.383,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, VNM)"
2021,人口,预期寿命,越南,74.145,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, VNM)"
2022,人口,预期寿命,越南,74.502,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, VNM)"
2023,人口,预期寿命,越南,74.588,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, VNM)"
2024,人口,预期寿命,越南,74.736,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, VNM)"
2019,综合,GDP增长率,韩国,2.3138,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, KOR)"
2020,综合,GDP增长率,韩国,-0.7002,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, KOR)"
2021,综合,GDP增长率,韩国,4.613,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, KOR)"
2022,综合,GDP增长率,韩国,2.7276,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, KOR)"
2023,综合,GDP增长率,韩国,1.583,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, KOR)"
2024,综合,GDP增长率,韩国,2.0036,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, KOR)"
2019,综合,人均GDP,韩国,33826.9443,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, KOR)"
2020,综合,人均GDP,韩国,33645.772,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, KOR)"
2021,综合,人均GDP,韩国,37518.4635,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, KOR)"
2022,综合,人均GDP,韩国,34822.4048,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, KOR)"
2023,综合,人均GDP,韩国,35674.096,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, KOR)"
2024,综合,人均GDP,韩国,36238.6399,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, KOR)"
2019,综合,国内生产总值(GDP),韩国,17510.4575,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, KOR)"
2020,综合,国内生产总值(GDP),韩国,17440.7028,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, KOR)"
2021,综合,国内生产总值(GDP),韩国,19423.1356,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, KOR)"
2022,综合,国内生产总值(GDP),韩国,17993.6312,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, KOR)"
2023,综合,国内生产总值(GDP),韩国,18448.0093,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, KOR)"
2024,综合,国内生产总值(GDP),韩国,18753.8821,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, KOR)"
2019,人口,失业率,韩国,3.746,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, KOR)"
2020,人口,失业率,韩国,3.931,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, KOR)"
2021,人口,失业率,韩国,3.639,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, KOR)"
2022,人口,失业率,韩国,2.857,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, KOR)"
2023,人口,失业率,韩国,2.675,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, KOR)"
2024,人口,失业率,韩国,2.784,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, KOR)"
2019,工业,工业增加值,韩国,5891.6547,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, KOR)"
2020,工业,工业增加值,韩国,5817.5777,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, KOR)"
2021,工业,工业增加值,韩国,6439.2754,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, KOR)"
2022,工业,工业增加值,韩国,5849.9559,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, KOR)"
2023,工业,工业增加值,韩国,5999.9326,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, KOR)"
2024,工业,工业增加值,韩国,6358.0431,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, KOR)"
2019,人口,总人口,韩国,0.5176,亿人,"来源：世界银行OpenData(SP.POP.TOTL, KOR)"
2020,人口,总人口,韩国,0.5184,亿人,"来源：世界银行OpenData(SP.POP.TOTL, KOR)"
2021,人口,总人口,韩国,0.5177,亿人,"来源：世界银行OpenData(SP.POP.TOTL, KOR)"
2022,人口,总人口,韩国,0.5167,亿人,"来源：世界银行OpenData(SP.POP.TOTL, KOR)"
2023,人口,总人口,韩国,0.5171,亿人,"来源：世界银行OpenData(SP.POP.TOTL, KOR)"
2024,人口,总人口,韩国,0.5175,亿人,"来源：世界银行OpenData(SP.POP.TOTL, KOR)"
2019,贸易,货物服务出口总额,韩国,6486.1058,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, KOR)"
2020,贸易,货物服务出口总额,韩国,6037.1342,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, KOR)"
2021,贸易,货物服务出口总额,韩国,7640.8322,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, KOR)"
2022,贸易,货物服务出口总额,韩国,8150.1902,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, KOR)"
2023,贸易,货物服务出口总额,韩国,7622.9906,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, KOR)"
2024,贸易,货物服务出口总额,韩国,8318.8917,亿美元,"来源：世界银行OpenData(NE.EXP.GNFS.CD, KOR)"
2019,贸易,货物服务进口总额,韩国,6024.6019,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, KOR)"
2020,贸易,货物服务进口总额,韩国,5394.3671,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, KOR)"
2021,贸易,货物服务进口总额,韩国,6986.0135,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, KOR)"
2022,贸易,货物服务进口总额,韩国,8149.3671,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, KOR)"
2023,贸易,货物服务进口总额,韩国,7551.9746,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, KOR)"
2024,贸易,货物服务进口总额,韩国,7554.862,亿美元,"来源：世界银行OpenData(NE.IMP.GNFS.CD, KOR)"
2019,综合,通货膨胀率(CPI),韩国,0.383,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, KOR)"
2020,综合,通货膨胀率(CPI),韩国,0.5373,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, KOR)"
2021,综合,通货膨胀率(CPI),韩国,2.4983,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, KOR)"
2022,综合,通货膨胀率(CPI),韩国,5.0895,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, KOR)"
2023,综合,通货膨胀率(CPI),韩国,3.5975,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, KOR)"
2024,综合,通货膨胀率(CPI),韩国,2.3217,%,"来源：世界银行OpenData(FP.CPI.TOTL.ZG, KOR)"
2019,人口,预期寿命,韩国,83.2268,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, KOR)"
2020,人口,预期寿命,韩国,83.4268,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, KOR)"
2021,人口,预期寿命,韩国,83.5268,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, KOR)"
2022,人口,预期寿命,韩国,82.6805,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, KOR)"
2023,人口,预期寿命,韩国,83.4293,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, KOR)"
2024,人口,预期寿命,韩国,83.6293,岁,"来源：世界银行OpenData(SP.DYN.LE00.IN, KOR)"
2019,综合,GDP增长率,马来西亚,4.4132,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, MYS)"
2020,综合,GDP增长率,马来西亚,-5.4568,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, MYS)"
2021,综合,GDP增长率,马来西亚,3.3153,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, MYS)"
2022,综合,GDP增长率,马来西亚,9.0317,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, MYS)"
2023,综合,GDP增长率,马来西亚,3.5371,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, MYS)"
2024,综合,GDP增长率,马来西亚,5.1055,%,"来源：世界银行OpenData(NY.GDP.MKTP.KD.ZG, MYS)"
2019,综合,人均GDP,马来西亚,10920.1918,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, MYS)"
2020,综合,人均GDP,马来西亚,9957.5263,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, MYS)"
2021,综合,人均GDP,马来西亚,10903.1037,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, MYS)"
2022,综合,人均GDP,马来西亚,11754.5678,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, MYS)"
2023,综合,人均GDP,马来西亚,11386.0396,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, MYS)"
2024,综合,人均GDP,马来西亚,11874.4274,美元,"来源：世界银行OpenData(NY.GDP.PCAP.CD, MYS)"
2019,综合,国内生产总值(GDP),马来西亚,3651.7772,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, MYS)"
2020,综合,国内生产总值(GDP),马来西亚,3374.5616,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, MYS)"
2021,综合,国内生产总值(GDP),马来西亚,3737.8455,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, MYS)"
2022,综合,国内生产总值(GDP),马来西亚,4078.3053,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, MYS)"
2023,综合,国内生产总值(GDP),马来西亚,3999.4942,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, MYS)"
2024,综合,国内生产总值(GDP),马来西亚,4222.2701,亿美元,"来源：世界银行OpenData(NY.GDP.MKTP.CD, MYS)"
2019,人口,失业率,马来西亚,3.33,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, MYS)"
2020,人口,失业率,马来西亚,4.54,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, MYS)"
2021,人口,失业率,马来西亚,4.64,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, MYS)"
2022,人口,失业率,马来西亚,3.93,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, MYS)"
2023,人口,失业率,马来西亚,3.858,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, MYS)"
2024,人口,失业率,马来西亚,3.846,%,"来源：世界银行OpenData(SL.UEM.TOTL.ZS, MYS)"
2019,工业,工业增加值,马来西亚,1368.5595,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, MYS)"
2020,工业,工业增加值,马来西亚,1212.6395,亿美元,"来源：世界银行OpenData(NV.IND.TOTL.CD, MYS)"
